,0
Assassin's Creed II,<![CDATA[ The first Assassin's Creed was an amazing experiance from start to finish.  Repetative gameplay aside the intriguing story really pulled you in.  AC2 has that same high quality story but with even better gameplay making it superior to it's predecesor in every way.  There's lots to do as you run around Renesance Italy killing dudes and ultimatly trying to restory your families lost honor. If you like stealth games and love EPIC mind-blowing storylines then you should buy this game!]]>
Assassin's Creed II,"<![CDATA[Assassin's Creed II is the same game as Assassin's Creed at heart, but every complaint has been answered. No more long speeches after assassinations, no more tedious conversations at the beginning of every level, and the main character, Ezio, is much deeper than Altair was.   The combat system has been drastically improved, giving Altair not only the ability to buy new weapons, but to take them from the enemy and proceed to pummel or stab them to death with it.  The only qualm I have with it is that it's incredibly buggy*. I've fallen through walls, the camera sometimes shoots off into roads that I am not on, and the enemy AI, while greatly improved from the last game, is still a little slow. They'll chase you off of a roof and die when they hit the ground. They also cannot swim, but I suppose that makes sense seeing how much armor they wear.  Overall the game is fantastic. I can't find any reason why someone should not buy this game other than if you just don't like the genre.  *Keep in mind that I played the launch version, so patches have yet to be released as of the time that I wrote this review.]]>"
Assassin's Creed II,"<![CDATA[  ProsVery good looking game.More interesting side quests and other assorted diversions than the first game.Solid game play.Good at handing out achivement points, if that's your kind of thing.  ConsSide quests are arguably more fun than the main storyline.Game sometimes misinterprets which direction you intended on jumping. That's bad.Iffy looking facial animation. Assassins Creed 2 is a very good sequel.It takes the foundations of the first game and builds upon them nicely.You play as Desmond Miles who in the last game found out he was an an Assassin and then used a  trippy machine called an Animus to relive the life of one of his Ancestors.The game does an okay job of explaining some of this beforehand.Well now he's being strapped into the  trippy machine to relive the memories of one of his other Ancestors,   Ezio  Auditore - whose father and brothers were killed and naturally he wants revenge and along the way learns the skills he needs to be a master assassin.Assassins Creed 2 makes killing dudes fun and provides a good variety of weapons and other bits and bobs from dual wielded wrist blades to maces.  Ezio  proves to be quite a versatile fighter.He can use the dual blades to sneak up and take out a pair of enemies at once, unarmed he can disarm his foes and use his weapons to their advantage, eventually you'll  acquire a pistol.As with the original, most of the non-stealth based violence revolves around the use of counter attacks or in the event that a foe is a bit tougher then your average grunt, weakening him so you can get the counter attack. You'd think this would get repetitive but taking on a bunch of bad guys, countering them and picking them off looks and feels  immensely satisfying.The game in general looks pretty good, really.The  environments as with the first game are it's strongest suit.There are three main cities in the game and a couple of other areas and they all look  gorgeous and you'll get to know them quite intimately as you climb and leap all over the  environments.The free running stuff is a tad more satisfying this time, mostly because  Ezio  proves to be quicker then Altair was. A few games since Assassins Creed have done the free running thing and it's always been a fun way to get around the  environments, but I don't think it's ever looked as right as it does in the Assassins Creed series, though occasionally the game will misinterpret which direction you intended on leaping - possibly causing you to  plummet to your death.Like the first game, when you free run you tend to gravitate toward climbable, walkable, scalable,  swingable surfaces so mistakes are few and far between but it sucks to be doing well and have that occasion come up where the game does you wrong and you wind up dead.The character models aren't too bad, though facial animation is a tad awful. Especially on Lucy.Side quests this time around are more interesting. Perhaps more so then the actual missions.In the Assassination Contracts specifically it imposes more interesting restrictions and requirements for getting your kill than any quest in the main story line does.In addition to  Assassinating guys you also get  courier missions, races and beating up  adulterous husbands. Races aside these are a good deal of fun.I don't have a tonne else to say about the game.I enjoyed it. I think it corrects some of the things that were wrong with the first game and improves upon the things that weren't, making for a great and satisfying experience. 4/5]]>"
Assassin's Creed II,"<![CDATA[ I was going into Assassin's Creed II with the little hope that Ubisoft really learnt from the mistakes the made in the first game. I was wrong. They did not only learn from the mistakes, they pushed AC2 into a whole different league.     My biggest complaint with AC1 was the main character. Altair never felt like a real human being, his whole background remained in the shadows. It was impossible for me to relate to him. Ezio in AC2 is a huge step forward in that regard. He is a fleshed out character, you accompany him from the age of 17 even before he is an assassin. The story that is told around Ezio draws me in much more than the first one, the relationships he has are believable, even funny at some points.  The game mechanics have been improved, too. I got frustrated in AC1 pretty fast, especially about the behaviour of the guards. At some point it was nearly impossible to go from point A to point B without being attacked. The notoriety system in AC2 solves this problem. If you are notorious you can kill certain officials to reduce your 'wanted level' or bribe heralds or remove wanted posters from the walls. If you have to fight, it is fun. It still relies heavily on counter-attacks, but the option to disarm your enemy feels good and overall the fights have a better feel to it.  The game world is stunning. The visuals might have their flaws, like some bad textures and some fog in the distance, but the realism if you compare the cities with its real-world counterparts is astonishing. If you like to you can even learn a thing or two about most of the landmarks by browsing the games extensive database.   AC2 is a great game, if you liked the first one you will love this. And if you did not like the first one, you may still like this sequel. For me the game is on par with my favourite games this year, Batman: Arkham Asylum and Uncharted 2.]]>"
Assassin's Creed II,"<![CDATA[So. First off, I loved the original  Assassin's Creed, and while the original was bogged down by a slightly confusing story and some gameplay issues,  Ubisoft Montreal seems to have studied the feedback from players worldwide. The resulting sequel is a game improved on nearly every level possible, and highly entertaining overall. The Good   Desmond and Lucy seem to have a thing going on, but it is so painfully understated that you start to wonder why it's even there.I won't get into too much explaining of the plot (you can just check the GiantBomb page for that sort of thing), but I must say that the main storyline is far more engaging than the original was, both outside the Animus and inside it. The sequences with the main protagonist in the present,  Desmond, though still only a small piece of the actual gameplay, play a bigger part in the story, and Desmond himself is no longer reduced to merely being some dude switching between lying in a bed or in an Animus. Even though you only see the Desmond-storyline at brief moments in the game, Ubi has still made an effort to explain what's going on, which is really good to see.  As for the OTHER main protagonist,  Ezio, he is a huge improvement over  Altaïr, whose constant bad-assery left him with even less personality than  Cole McGrath. At the beginning of the game Ezio is charming and witty, and throughout the game we witness as he evolves into a vengeful killer. He speaks with a very heavy accent, which sometimes, surprisingly, makes him sound a bit like  Niko Bellic. Or maybe that's just how I hear all non-American accents? Anyway, Ezio's presence helps drag the player into the game - especially in the beginning, when we follow him as he seeks to avenge his family. Later in the game, however, this effect wears off and how Ezio got from avenging his family to suddenly go on a killing spree all across  Italy could have been explained better.  Though the supporting characters certainly don't lack personality - least of all  Leonardo da Vinci, who comes off as a really nice guy - none of them are involved in the actual gameplay enough to make them seem like anything more than, well, supporting roles.  For the most part Assassin's Creed II is the story of one man. And a lot of guards. Ironically, I ended up feeling more committed to my hired prostitutes and mercenaries than to any of the characters central to the plot, because they were the ones helping me 'in the field'. Ezio, while physically similar to Altaïr, comes off as a much more entertaining protagonist.The main storyline is big. Not  San Andreas-big, but big enough. Actually, it sometimes feels too big and disconnected. The whole 'go here, kill this guy' recipe is repeated far too often, and at one point or another it ends up getting boring. Even for an assassin. Luckily, the game has more side-quests than you can shake a stick at. Finding viewpoints, feathers, treasure chests, as well as playing hitman, bouncer or courier among other things. These could all be golden opportunities for PSN-freaks to go  Trophy-hunting, yet for some strange reason only a few of the Trophies are concerning these side-quests. Most of them you just earn by completing the main storyline. Strange choice indeed...Another side-quest I have to mention is the way you get to rebuild the city of Montereggioni using your own, hard-earned cash. It's an amusing activity as long as it lasts, but if you haven't spent billions of cash on hookers and thieves, you should be able to renovate all of the city very quickly, and that's the end of that. The people and cities of Italy seem truly alive. The models of the average Joes hanging out at the corner drinking beer are simply gorgeous. As goes for the women. Their voicework is equally impressive, as well as quite hilarious at times. When I nimbly jumped from rooftop to rooftop, I could hear comments like a woman complaining how 'that's a man! Not like my Antonio', or a man mumbling to himself 'I guess I should find a way to stay in shape as well...'. The official GiantBomb review complained about recycling of voicework, but frankly, I haven't witnessed that very often (except for ""Aha! You found another one! How exciting"", which you'll probably hear approximately 29 times. You'll see...).  As for the in-game music it is strikingly beautiful and also varied. Each city has different music, but it all comes off as soothing and medieval-tinged ambient. When chasing or being chased, the music switched to subtle 'chasing music', which is actually so good that I sometimes find guards to sucker punch and run away only so I can hear the chasing music again. I haven't experienced that kind of music-gameplay teamwork since I was driving an airboat while being chased by a helicopter in  Half-Life 2. When in the 'secret locations', however, the music makes a total change, and instead becomes eerie dark ambient, which reminds me of the music of  Black Dahlia. And that's a good thing.  The Bad  Now for the negative aspects of this game, and the reasons that it didn't get a higher rating from me. First off, some of the controls in-game are notoriously difficult. This especially comes to show at timed events. Like in the original game, you need to press R1 to run and R1 + X to jump and crawl on walls. Unfortunately, the collision detection between Ezio and walls is fubar, and when jumping from railings or the like, you are often limited to 4 or 5 directions in which you can jump. This often leads to Ezio jumping the exact opposite way of what you want, or sometimes not jumping at all, merely crashing onto the pavement below. When you're free-roaming across the city, this is just a slight annoyance, but when you're fighting to complete time challenges or racing to a closing door or to intercept a fleeing guard inside a dungeon, it becomes a regular destroyer of all the fun. I have been dangerously close to throwing my controller out of the window several times when I almost    reached the lever I needed to push, only to have Ezio suddenly for some inexplicable reason ignore the lever, and instead jump into the water below, meaning a great deal of backtracking and cursing along the way...The buggy controls almost singlehandedly kills the platforming-aspect of the game. Another thing which I must criticize a bit is the plot, which blends sci-fi, Renaissance intrigues, a quest for vengeance, the old Assassin-Templar animosity, Christianity and many other things into a confusing mess of a plot, and by the time you are finished with the main storyline, you probably won't feel much more informed about what exactly is going on than when you started. This makes it all the more tempting to seek out 'glyphs' left by Desmond's predecessor in the Animus. However, this only leads to even more confusing, although some of the mini-games associated with them are actually very entertaining. Lastly, and most critical, Assassin's Creed II seems to drive my PS3 beyond its breaking point. Whether it's bad code or simply the grand scale of the game, I have no idea, but the game has both HUGE frame rate issues at points - especially when rendering the entire city - and a disturbingly great amount of freezes. I've even had the game freeze several times the exact same place. Needless to say, that is NOT acceptable.  I have also had people popping up right in front of me, and environment being rendered painfully choppy, which is strange considering the sheer horsepower of the average PS3. Also, the cooler is on almost all the time, even more so than in games like inFamous or Grand Theft Auto IV, which are also huge. This, along with the strangely low default volume setting, and the inability to change this, means that you'll probably have to crank your speakers way loud in order to get a decent experience. Conclusion In conclusion, Assassin's Creed II is a larger, more diverse and entertaining version of Assassin's Creed. It IS highly entertaining, albeit confusing at times, and were it not for the hardware and control issues, that unfortunately destroys a great deal of the gaming experience, I would not hesitate to call it one of the best games of the year. As it is now, however, it's sadly too buggy. Here's hoping for some kind of patch...    Updated impressions                  (30/11/09) After posting this review, I've had several comments talking about how the Xbox 360 version of this game doesn't seem to suffer from the stability issues mentioned above (and a single comment claiming there is no difference). So I'm assuming that the buggy aspect of this game is restricted to the PS3 version. 360 users will probably want to ignore that aspect of the review.   (12/01/10)I just realized that patch 1.01 is out, supposedly fixing the crashes I've had when 'double assassinating' several times in a row. This  is great news, and you may want to disregard some of the above bitching about technical issues.]]>"
Assassin's Creed II,"<![CDATA[I don't think I need to go into the problems the first Assassin's Creed had. Just know that the second game in the franchise addresses nearly all of them.  There's so much to do in this virtual realization of Renaissance Italy and just about all of it is fun. My personal highlight was the Assassin Tombs, which feel like like they were ripped straight out of the Prince of Persia: Sands of Time Trilogy.  Upgrading your personal Villa is very addictive, and anyone who is into conspiracy theories will love the story. Not to mention there is a pretty crazy final boss that you'll want to tell your friends about.  My only real problems with the game are that climbing doesn't work to well it you're not facing straight towards the object you're trying to climb, collecting feathers feels a little too much like collecting flags, and the game never warns you when you're about to be booted out of the animus. But regardless of those things, anyone who likes the idea of stabbing dudes in the neck with a hidden blade should play this game.]]>"
Assassin's Creed II,"<![CDATA[So i just finished the story yesterday and i think it took me 2 days or so, (did alot of treasure hunting so that took some time). And i must say i love it as much, maybe even more, then the first one. It's safe to say that this one is like the first Assasin's Creed but better, and that's what makes this game so fun, that is if you liked the first one.  The story picks up right after the original and makes some things clear that you maybe didn't get at the ending of the first one. Also i like it that now you don't have to spend so much time out of the machine, because it bothered me a little in the first game. As i said it's more of the same like the first one so it's still hella fun jumping and climbing up tall ancient buildings and being a real badass assasin!   This time you get more moves, weapons and A-LOT of more things to do. For example you now have to watch how high your 'wanted level' is (like in GTA) and you can reduce it by tearing down wanted posters, bribing speachmen or killing corrupted politicians (or whatever those guys are). Also you have more side-missions like killing random targets given to you, races, beating up men who have been cheating on there women etc. This means more time to spend in the game so it's all good fun. And instead of the flags from the first game you can now collect feathers that are much easier to find then those weird flags. Also your eagle vision is back (you can now move when it's activated) and this is used mostly to find targets or hidden symbols spreaded around the city's, if you find a symbol, these will start a puzzle and if they are solved you can 'discover the truth' and find out more about the story.  One of the coolest new things imo are the tombes, these are sometimes tricky parcour and puzzle solving area's where you have to get a seal, that's hard to get to most of the time, and with those seals you can unlock the pantser of Altaïr (Which looks awesome btw). The sword of Altaïr is also unlocked and it's the best sword in the game. Now that we are talking about weapons, yes, the double hidden blades kick some serious ass. One of the most fun weapons to use in the game. You can now have a main sword, a dagger, hidden blades, poison, a hidden pistol, smoke bombs and throwing knives, something for everyone! I like the daggers because there fast en give your enemy less chance to attack back.  The enemy's in the game are pretty much the same as in the original only now you have these heavily armored knights who can kick your ass if you don't watch out. Blocking with your sword is pretty useless so you have to disarm them and then put their big weapons against them. It makes the combat against more enemy's pretty fun cause you have to switch tactics from time to time. This time you have some friends at your hand who will help you distract or fight them for you, these in include thieves (they can follow you on buildings or wherever execpt they cannot seem to avoid falling into the water lol) , girls (you know what i mean you frisky dog) and fellow swordsmen.   On the graphics and sound department there's nothing to complain about so it's al good. There are only two things that come up as a little negative and that's the accents of the characters get pretty annoying after a while and sometimes your movement and jumps are a little off so you stumble to your death, but this doesn't happen very often so it's nothing to worry about.  Well there you have it, my thoughts on Assasin's Creed 2, if you get the chance play this game, you will have alot of fun with it, peace out.]]>"
Assassin's Creed II,"<![CDATA[I played Assassin's Creed 1 to practically completion, except for all the flags. Assassin's Creed II is a great sequel to the Assassin's Creed story. It takes all the aspects of AC1 and improve them. The aspect that I enjoy the most has to be the ability to buy weapons and armor; it adds a collector feel to the game and excites one to try out their new ""toy."" The city upgrading is an awesome aspect too. I personally put all of my money into the city until it was fully upgraded and the income from the city is really paying off. The combat has gotten better as well with the different weapon types, more weapons, counters, and disarms. I enjoy that there is more of a story to the game with side quests that actually lead to rewards. An aspect which I don't like is that sometimes the camera angles and lead to jumps in the wrong direction, making it difficult to complete some quests. All and all the game is great and now on the top of my list for favorite games (beating out the previous leader AC1). ]]>"
Assassin's Creed II,"<![CDATA[Even two years after the release of the first Assassin's Creed, Ubisoft Montreal remains undisputed in their mastery of traversing through and scaling buildings. More than any other game I can think of, Assassin's Creed II makes climbing ledge-riddled towers, shimmying across rooftops, and skipping from one wooden platform to the other truly feel like second nature. You're not mashing the A button to jump up to the next ledge; simply by holding down the trigger and holding the stick in a direction, your character smoothly transitions from one animation to the next, with few stutters or hard stops. It's both intuitive and genuinely satisfying.The fluidity of the platforming is compounded by the fact that the environments that you're crawling up are the cities of Florence, Tuscany, and Venice. Each ledge and roof fits into the world, and appears to serve a purpose other than to be scaled. You still get cases where certain bricks will stick out of walls in suspicious patterns, but they're in an extremely small minority.  These two things are the game's greatest asset; not only is the climbing and platforming near-flawless, but open in that your path to and from any mission is your own. However, there are a few key spots in the game (usually in enclosed areas), that force you onto one particular path, and this is altogether less fun. When you have to jump onto one specific platform and then another in order to proceed, the game becomes more like Prince of Persia than it should. It isn't that linearity is bad, but when you're used to choosing how you'll get somewhere, having to figure out the order you have to navigate what is essentially a three-dimensional maze is much less fun by comparison.    Of course, there's much more to the game than its Parkour aspects, and this is where it's able to make the most improvements over its predecessor. In this respect, Assassin's Creed II cleans up as much as it refines. The first Assassin's Creed tackled several concepts and executed about two-thirds of them well, and II cuts out what didn't work, improves what can work, and adds a host of elements that make the overall experience better.The most noticeable change is the structure of the game, or the lack thereof. You're no longer required to do a set number of side missions in order to advance the main story. Instead, the game encompasses everything that you'll need to know about your assassination targets in the story missions, where before side missions were your method of gathering information. Because of this, the game feels much more open and varied in nature. Since the side missions reward you with cash that can be used to upgrade armor, weapons, and a villa (a mini-game where you can invest in several parts of a stronghold to increase its value, which in turn gives you more money), you're more inclined to do them because they feel like a reward rather than a punishment (you can also choose to not do them and still end up okay). Because I wasn't forced to do them, it became easier to distract myself with them when I got tired of the main quest.The number of side missions is also much higher than in the first game, but it's more than a numbers game. The new side missions range from uncovering old tombs to full-on assassinations, with each type of mission having its own self-contained story. This, along with a number of collectibles, extend the length of the game for completists without bothering those who just want to enjoy the story quest.   Another much improved aspect is the dual-storyline approach that the original game took. The story of Desmond Miles and Abstergo takes a much farther back seat than it did the first time, which means less interludes and longer sessions in the Animus, where Desmond relives the memories of new protagonist Ezio Auiditore, who happens to be a much more interesting character than Altair.      Ezio's history is better defined and fleshed-out, his motivations are made clear early on, and his playboy wit is a nice contrast to Altair's cold, uncaring arrogance. You're learning your assassin skills at the same time he is, where before your character already knew everything he was capable of doing, and simply refused to do it until certain points in the game.     The flow of the story is also more interesting. It plays out like an odd combination of The Count of Monte Cristo and The Da Vinci Code. Since Ezio's story of revenge takes precedence to continuing the story from the first game, your main interaction with the world outside renaissance Italy is commentary from characters during your sessions in the Animus, as well as Glyphs that you can find in the world that reveal more about the conspiracy that resulted from the end of the first game. It's a bit detaching to learn about an alternate history of the world in between missions where you're piloting a flying machine into a palace, but it works well enough.     Combat, on the other hand, still manages to be the worst part of the game. It's better than it was in the first game, but it just doesn't match the rest of the game in terms of quality. The theme of diversity carries over into it, with a larger variety of weapons than before, both from Leonardo Da Vinci's workshop and from the ability to steal an enemy's weapon and use it against him, but fighting enemies is either too easy to be interesting or too hard to be worth it. Even with all your new toys, you'll find that you'll still end up resorting the same tactics you did before. You'll either stand still and wait to counter an enemy's attack to kill him instantly, or you mash the X button until you kill an enemy that takes more hits than any human could.   Fortunately, it's no longer your only option. If a group of guards is blocking your way, you can fight them, but it's much more fun (and effective) to hire a group of Courtesans to lure them away, or to hire a group of mercenaries to fight for you. The problem is that later missions have these options less frequently, which means that you'll forced to either sneak by guards unnoticed or face them.      Worse yet, there are a couple of missions that end instantly when you're detected, as well as missions where you have to fight bosses, who are essentially regular people with incredible amounts of health. It's frustrating, but aside from missions where you're forced into combat, you can get by most of the time by assassinating guards without being noticed.      A lack of variety is what made Assassin's Creed, an otherwise fantastic game, into a chore towards the end. Assassin's Creed II, however, addresses that problem, as well as most every other problem that the original had. It's far and away a better game in every respect. Unless you have a preference for the first game's setting, you really don't have much of a reason to play the first game anymore. And for those who didn't play (or like) the first one, you really don't have a reason to not play the second.    ]]>"
Assassin's Creed II,"<![CDATA[First off let me start by saying this game is better than the first one by far.  If you enjoyed the first one but thought it was lacking in content then don't worry this game is much more enjoyable than the first and seems like much less of a chore to get to the meat of the game, the assassinations.  However, the game still has some significant shortcomings that I feel stop this game from being a 5 star game.    Improvements                 The best improvement of this game is without a doubt the combat, story, and the graphics.  The new setting makes for a much more colorful game and just a joy to be in, whereas the first one it felt very dark and an almost depressing area.  Here people are more alive and vibrant which just makes this city feel alive and just a joy to walk around in and see what people are doing.  The combat feels more intense and with so many different animations with all of the different kinds of weapons it makes fighting enemies just more fun.  It's more brutal and can almost make you wince every now and then, when you see a certain kill animation for the first time.  There are just so many options in combat that it makes every encounter fun and exciting from the first to last.  The story is greatly improved making you feel a connection towards Ezio compared to the first where you felt no real connection to Altair.  There are so many improvements but as you play you slowly start to see there are still many short comings to this game.    Needs Improvment  Probably my biggest complaint of the game is the movement, now don't get me wrong Ezio moves better than Altair, he's faster, more agile and makes moving about the city a blast, but there are many times that i felt the game wasn't doing what I wanted it to do.   Which given the amount of options that you are given when traveling the city, it's understandable, but still there are to many times where I felt that I didn't move the way i wanted to, and it did cause some frustration.  Even still the movement is still great you'll have a blast moving from rooftop to rooftop killing random archers.  Probably my only real complaint about the combat is the enemies, and this is that they don't explain how to fight some of the later enemies.  The bigger guys with long axes, swords, or spears can't be countered by any sword, dagger or hammer.  You need to have a spear, axe, or a long sword to do that which is obtained from the guards, so unless you where just carrying one on you at the time you need to disarm them or use your hidden blade.  This is fine but the game never explained that so I found out the hard way.  Also, while the story is improved and you feel a real justified reasoning to Ezio going from a care free life to becoming an assassin you still don't have a huge connection towards any of the characters.  They don't do a great job of keeping you updated of who the guy you are assassination is and why you should care.  Which makes you actions feel less important, and doesn't keep adding towards Ezio's hardship.  Basically, he is trying to justify what has happened to his family but that feels like that is it, and after so many hours of gameplay you don't quite care as much.  If they want this to be the primary reason of his actions then they need to keep fleshing that out because after a few hours in you slowly start to care less and less.   Expectations/Conclusion                 Which comes to why my title says I hope, you learn this early on in the game so this isn't a real spoiler, Desmond is living Ezio's life so he can learn his skills, ""years of training, learned in a few days"".  This leads to the idea of the next Assassin's Creed to take place in modern society which is an odd way to go, because of use of guns.  However they plan to go about the next one, whether they revisit ancient history or they are in modern times, I look forward to the next installment and have high hopes that they don't ruin the franchise if they do decide to go to modern times.                    This game is a lot of fun and is great to own, there are just some things I wished they added or fixed up.  The story is greatly improved but still lacks in the story telling, they just don't make you care as much, but they do raise many questions that will make you go out and get the next one as soon as possible.  The movement could definitly be better but is still a great part of the game and just feels better than the first.  I would have liked to seen a batman style side missions where you can just go into an arena and keep fighting enemies till your health reaches zero because the combat is just so good that I want just a place to keep fighting till I tire myself out.  All of that aside there are a ton of story missions that will keep you busy for a long time, side missions that are varied and a lot of fun, and a bunch of things to collect.  This game is a must play it just lacks major components to making it a 5 star game.]]>"
Assassin's Creed II,"<![CDATA[ Assassin's Creed 2 Review  Ezio StabbyMcDoubleBladedJazzHands has just left the building.    The Good: Occasional moments of brilliance/awesome, free roaming, graphics  The Bad: Accuracy, the parts where you aren't killing someone, glitches   Oh, Desmond. You really drew the sort end of the Karma stick, didn't you? That must of been some horrible deal you pulled with the universe. ""Yeah, hey, you get to be a bartender for, say, ten or so years, and then we strap you into a giant chair, jam a visor over your face, and force you to relive one of your ancestors kill, oh, say, everyone. How's that sound? Deal? Sign on the dotted line! Oh, yeah, minor detail, but you'll be kidnapped for the length of your memory induced killing spree! But, boy, will you have a great dental plan!"" Will Desmond's lot in life improve in time for the seconds Assassin's Creed, or will our cuddly hoddie wearing bartender get an even shorter stick (Pssst: The forecast? Cloudy with a chance of very short stick.) Read on!  Review    Throughout most of Assassin's Creed II (Henceforth known as ""AC2"" or just ""AC"") you play as Ezio Auditore de Firenze, a young adult on Florence, whose daily chores involve washing the clothes, running along rooftops, playing with his sister, climbing buildings, getting places unseen, and taking out the trash. Your family gets the axe (Well, the noose. And it's only the males of your family. So, you know. Half your family gets the noose. Same thing) and you go on a roaring rampage of ravenous revenge.     Sort of.      See, the first assassination kills the guy who ganked your Dad and other male family members, and after that the game loses any sort of plot steam or momentum. Sure, the guys you're killing now maybe kinda sorta if you look at it the right way had something to do with killing half your family, but I *already* took care of the guy who back stabbed them. The game isn't helped out whatsoever in this matter by how the game times things. It takes you roughly twenty (yup, two-zero, 20, years) to finally get around to killing everyone who, if looked at after staring at the sun for several hours and making a funny half shut eyelid look, maybe had something to do with killing your folks. The smaller plot points that tie the larger plot points manage to do better, but only just. Sprinkle in a few plot twists here or there, maybe some questionable voice acting, and bingo bango bongo you've got a barely workable plot. If there's one saving grace of the entire story, it's that everybody's little death speech has been squeezed down to about 2-3 lines. Even this victory, however, is diluted since almost half of those 2-3 lines will be in Italian. No, really. About a quarter of the games dialog is in honest to goodness Italian. It's annoying.      But you aren't here to listen to Italian! You're here to stab people! To fly from rooftop to rooftop like the winged angel of wrist blades, bringing down your furious anger on those who have wronged you, those that might of wronged you, and poor guards who just want to feed their families and survive another day. These portions of the game work pretty much one to one with how they worked in Assassin's Creed 1. Sure, there are a few new moves. You can leap from the sky and stab people. You can shoot people with a concealed pistol. You can toss money (Money money money!) into the street to distract people. You can reach over a ledge and yank someone to their doom. You can kill someone and hide them in cover. You can leap from rooftop to rooftop with the greatest of ease, the wonderful man on the swinging trapeze. However, the basics of the game still remain. Do a bunch of missions you really wish you weren't doing. Sneak through the city with guards on super high vigilant if-you-litter-I-will-turn-your-body-into-an-arrow-pincushion mode, stab someone in the back (Or the face! The game is an equal opportunity stabber), and then flee.    The problems remain the same as they were in Assassins' Creed 1 as well, just...expanded. Sure, there are more diverse missions with 100% less flags to find (Damn flags), but by the end of the game you'll be just as sick of beating people up, stabbing random people, and racing others as you were of eavesdropping and pickpocketing as you were in the first AC. Sure, you'll enjoy the numerous new weapons, enemy types, and counter moves until you realize that all you have to do is one of two different two button press moves to kill pretty much every enemy in the game. If there's one major difference between AC1 and AC2, it's that now there are lots of plot specific missions to hate, instead of just merely three generic missions to hate. You'll guide thieves to their rooftop hiding spots. You'll escort mercs to their ground based mischief places. You'll escort lots of people around town as they talk your ear off. You'll kill guards. You won't kill guards. You'll run on rooftops. You won't run on rooftops. The common denominator in all of these is that you'll be staring at your TV, bored out of your mind, wondering why the hell you aren't doing awesome assassinations.     Eventually, you'll get to these assassinations and it is then, and only then, that the game manages to pick up all of it's subpar pieces and provide you with an experience that is possibly worth the price of entry. You'll sneak through a party and time shooting a baddie with your hidden gun to coincide with the ongoing fireworks show. You'll scale the walls of a fortress before dropping into an open window to cause your mischief. You'll fly (yes, fly) on one of Leonardo's drawings brought brilliantly to life by the (virtual) man himself. You'll bound from rooftop to rooftop as you chase down two fleeing targets in a crowded dock area filled with sailors and guards.      And fly you will. The free running system from AC1 is back with a vengeance, and with, you guessed it, the same problems as the first! The game is great at broad brushstrokes of movement, and if you don't care how you get from point uno to point dos, the free running system works like a charm. The moment you attempt to do anything accurate, however, the game breaks down in quite a bad way. This was bad in the first Assassin's Creed, but in AC2 it's even worse due to the increased emphasis on accuracy and the generally larger move set. The number of awesome assassination moments was quickly outpaced by the number of curse laden tirades I subject my TV set to. ""No!"" I may scream at the lifeless color dots staring back at me ""I wanted you to jump from fucking pole to fucking pole, not slam your head into a bridge! Why the goddamn hell would you think I'd want to do that!"" Another one of my favorites was when, hanging off a ledge, I wanted to assassinate a guard. I hit my assassination button and fully expected Ezio to reach up, grab the guy, and send him to his doom. Instead, Enzo jumps up, stands in full view of the guard...and merely flicks his hidden blades in an out. I couldn't help but literally face palm myself as the guard promptly hit me, sending me flying off of my rooftop perch and to the cold, hard, and deadly ground below.     I could continue to go on about smaller things. The sound's wonderful. The new money system/villa is somewhat headscratching but not a gamebreaker. The graphics are absolutely beautiful, easily some of the best this generation. Your characters hands will clip numerous times through the object you want to grab, only for Ezio to totally miss them and grab something else entirely (Or, worse, not grab anything at all and return to your starting position.) The camera guy deserves a handshake and a bullet to the head for his performance in the open world (the handshake) and timed sections (The bullet.) Bodies do a funny glitch whenever they die, which turns not so funny when they glitch themselves off of a rooftop and alert some guards. However, none of this matters. Your enjoyment of Assassin's Creed 2 will be measured based off of how much soul crushingly annoying slash bad slash aggravating parts you can withstand in order to get to the genuinely rockawesome assassinations.   Conclusions    For me, the payoff was not worth the price of admission. No matter how awesome the next assassination promised to be (and yes, practically every assassination lived up to that promise), chugging through the low parts tying the pure distilled win (the assassinations) together eventually became too much for me. However, if you can survive the horribad parts, Assassin's Creed 2 might just be worth it. Three Point Five out of Five.  Authors note: This was crossposted at the Escapist User Review forums. ]]>"
Assassin's Creed II,"<![CDATA[this game was pure awesome, the main campaign was swell, and the collectables were awesome. just trying to unlock that 1000G was a challenge in itself! cant wait for the sequal!  also the easter eggs in the game were pretty cool too.   BASTARDO!!]]>"
